fullId,category,wnsynset,wnlemmas,name,tags
10a885f5971d9d4ce858db1dc3499392,Suitcase,n2776843,"bag,traveling bag,travelling bag,grip,suitcase",louis vuitton suitcase ii,"france,french,louis,vuitton"
10ab751f4eb409fa26b714303ae746a,"Umbrella,_Attributes",n4514450,umbrella,umbrella,"rain,umbrella"
10adc13570a8b6e3bcceec49967c0de7,Bench,n2832068,bench,shoe bench,shoes furniture wood homemade
10b20f680011a4d7683d931288a9d25a,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box",television,*
10b43623dbc8ab25ad5067eac75a07f7,Bench,n2832068,bench,forms surfaces reg  backless trio trade  bench  fsc certified ip eacute  wood slats,"architectural,architecture,bench,benches,forms,forms and surfaces,formsandsurfaces,furniture,ipe,landscape,sbtro,seating,site,site furniture,six foot,surfaces,trio,wood,wooden"
10b81dfbb3ba3e8835836c728d324152,Mirror,n3778568,mirror,kare       mirror italian baroque silver   x    spiegel italian baroque silver   x,"design,dining room,esszimmer,flur,hall,kare,lifestyle,living room,mirror,speisezimmer,spiegel,trendy,wohnen"
10be2b59cbb7d62399f293951bd5fd3c,"_StanfordSceneDBModels,PersonStanding",n5224944,person,man,"boy,dude,human,male,man,people,person,teen,young man"
10c484963692d3c87d40405e5ee68b4f,"ChestOfDrawers,Dresser",n3018908,"chest of drawers,chest,bureau,dresser",neo series   drawer chest,"architecture,chest,dresser,furniture"
10c706f946fa0f3ea3056fa1e8da3997,"WallArt,Picture",n3937282,"picture,image,icon,ikon",picture,*
10cb0ff37a8fe7a7144db9fce035b924,,n3547513,hotel,cheap hotel,"baiitsu,case,cheap hotel,neuromancer,ninsei,willaim gibson"
10d174a00639990492d9da2668ec34c,"Chair,OfficeChair",n3005231,chair,haworth  zody  sze       ma,"executive chair,executive office seating,executive seating,haworth,office chair,office seating,task chair,task seating,zody"
10d3d5961e00b2133ff038bc77759685,Bottle,n2879899,bottle,absolut mandarin,"absolut,alcohol,avs,design,vodka"
10dbd3853ac93147a616caf97d73fa02,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box",detailed plasma,"detail,detailed,plasma,sketchgamer,television,tv,widescreen"
10dde363ace4b6f7d829a060ca0c32f6,,,,roland mc    groovebox drumcomputer synth,
10de9af4e91682851e5f7bff98fb8d02,"Chair,Recliner",n3005231,chair,arm chair coupe leather,"architecture,arm,chair,furniture,seating"
10e87db71c1133a7aad9729b1fc37be5,,,,helipad,"helicopter,helicopter pad,helipad,landing pad"
10eb10fe18126d45b97ad864945165a1,"Bookcase,3Shelves",n4197095,shelf,shaker book shelves,"popular woodworking,woodwork"
10eef2596b7d3a80afa3b1b4d906a5ac,TrashBin,n2843139,bin,compost bin,"bin,compost,garden,landscape"
10f20b7a11083584cc13fc397d212ee7,,n14865437,air,split unit air cond   indoor,"aircond,office equiptment"
10f6e09036350e92b3f21f1137c3c347,Mug,n3802912,mug,translusent yellow mug,*
10fb3744be2144e3cb2a965e75be701c,TrashBin,n4523411,urn,series ash urn,"ash urn,campus furniture,dumor,landscape architecture,landscape furniture,mall furniture,outdoor ash urn,outdoor furnishings,outdoor furniture,park,park furnishings,park furniture,site furnishings,site furniture,steel furniture,street furnishings,street furniture"
1101146651cd32a1bd09c0f277d16187,"Bed,LoftBed",n2821967,bed,american girl   poster bed,"american girl,americangirl,bed,doll"
1102f999ad58b5c822bcbff1aefac825,,n3061905,"coat hanger,clothes hanger,dress hanger",coat hanger   wall mounted,"carpentry,decoration,project"
110c3f0ef557293fe6c89f594746e7d7,,,,pegasus stargate,"atlantis,dunsire,gavin,pegasus,stargate,universe"
110ddaf4740511d59a1974f504647073,Books,n6422547,book,my books,*
111519c11fd276485f7e9425b1ff625d,_StanfordSceneDBModels,n7929420,mixer,mixer,"blender,kitchen,kitchen equipment,kitchen utensil,kitchenware,mischen,mischer,mix,mixen,mixer,quirl,severin"
111720e8cd4c613492d9da2668ec34c,"Chair,OfficeSideChair",n3005231,chair,haworth composites guest chair,"chair,composites,guest chair,haworth,office chair,stacking chair,stool,task chair"
11183af410a81c186f525e79a05bbcb3,Book,n6422547,book,book,*
111bdf14db7a16cd60467dddaf5cfe3f,,n2433983,"hart,stag",george w  hart   cagework,"dodecahedron,george hart,icosahedron,pentagons,polyhedra,polyhedral,polyhedron,truncated icosahedron"
111cb08c8121b8411749672386e0b711,Chair,n3005231,chair,butterfly chair w  fabric pattern,"architecture,butterfly,chair,furniture,livingspace,room,seating"
112484c16b98270710d543c5222bbf6d,"Credenza,_RandomSetStudyModels",n3134404,"credenza,credence",credenza,custom credenza by candex custom office furniture
1129a07c75f5a709cf004563556ddb36,"Lamp,FloorLamp",n3371905,floor lamp,kare       floor lamp gooseneck purple  sl gooseneck purple,"bogen,design,kare,kare design,lamp,lampe,leuchte,light,lila,stylish,trendy"
11358c94662a68117e66b3e5c11f24d4,"Chair,OfficeChair",n3005231,chair,modern office chair,"chair,modern,modern chair,modern office chair,office,office chair,red,red chair"
1135ab554f69faeec19a59cdcb309b91,,n3900076,"partition,divider",larg room divider,"divider,room"
113bc1faff8ba19668821642e9a54505,,n4578578,"weight,free weight,exercising weight",weight,"balance,gewicht,peso,poids,scale,waage,weight"
114297d26314bd233e25c4a6e2e9361f,,n2911542,brush,toilett brush,"brush,toilett"
11448f34681c545439f3410d5f76299b,"Computer,Laptop",n3648120,"laptop,laptop computer",jvc mp x p     laptop,"berlin,box,cat,cave,cavemen,china,circuits,company,computer,cyrix,dumb,factory,flame,fruit,funny,ghz,gigahertz,good,hong,hp,ic,imac,integrated,intel,iphone,jackson,japan,japanese,jvc,kebabman,kong,laptop,look,mac,manh,medigo,medigoflame,men,michael,micintoch,micro,microproccessor,microprocessor,modeler,moscow,notebook,paris,pc,personal,phat,phatcat,potato,proccessor,processor,proffesional,shanghai,sony,stupid,tags,technology,tokyo,tsingtao,vaio,video,xeon,xord,yeah,zheijiang,zxt"
114509277e76e413c8724d5673a063a6,"Bottle,WineBottle,_Attributes",n4599016,wine bottle,wine bottle     ml   option,"bor,botella,bottiglia,bouteille,red,red wine,rouge,tinto,vin,vino,wine bottle"
114ada02ab35426af5afb395b99ae069,GuitarStand,,,gitara,*
114aff55d9933650a83967b36ab91a2e,"_StanfordSceneDBModels,Statue",n4313985,statue,sculpture,"beeld,rome,sculpture,standbeeld,statue,vrouw,woman"
114f65a1635af7f862237730c52678c5,"_StanfordSceneDBModels,MilkCarton,FoodItem",n7860018,milk,milk,*
115136d967aafb7d58a311513e993aad,"Counter,Oven",n3868196,oven,wood set counter top stove,"component,counter,kitchen,kitchen set,stove"
11525a18678f7ce6ae1e1181f20bb9c8,"Chair,OfficeChair",,,silla oficina,"chair,office,office chair,oficina,silla,silla oficina"
1152a5db0db892286c52446b30bba6c,Fireplace,n3351301,"fireplace,hearth,open fireplace",fireplace,"fireplace,hearth,mantel"
1157469f751cef3384d8771179b91037,,n4201332,ship,starcraft,wow this rocks
1165e8de3cee9f706314698551cd43b,"Lamp,TableLamp",n3641940,lamp,lamp,furniture
11666b64fa53ee4c635f2989c7524167,Scissors,n4155119,"scissors,pair of scissors",blue scissors,"arts,awesome,blue,cissors,crafts,cut,cutting,knife,scis,sciser,scissers,scissors,scissy,sharp,sissors,sors"
1166897b6654b853fb08da8fdf80aee9,ChessBoard,n3733928,"match,lucifer,friction match",cage match   chessboard   sketchup  d challenge entry,"bishop,cage,chess,chessboard,king,knight,medieval,pawn,queen,rook"
1166c209e067833ea44b6af22454453b,Rug,n4125115,"rug,carpet,carpeting",rug,*
11725f8822b05378313776ca7c7efe4d,,n4153115,"school,schoolhouse",school project  container,"briefcase,toolbox"
117450216bea0aefc8b92a60637b4064,,n2919696,"bullet,slug",bullet,"ak,army,bullet,caliber,gun,military,rifle,sniper,war,wepons"
1178a3589bdbaf19ed0d804498912ba8,ArcadeMachine,n2155643,game,baby pac man arcade game,arcade
118083b82350b53cb23e7e4bd2944793,"Monitor,_Attributes",n3787723,"monitor,monitoring device",dell     lcd monitor   model number     wp,"computer,dell,display,lcd,monitor,pc,screen"
11832029ed477440e279c4dee8066f27,_StanfordSceneDBModels,n3782816,"model,simulation",esl  electro systems lab  model    ct,"alarm,detector,electro,esl,fire,lab,smoke,system,systems"
118644ba80aa5048ac59fb466121cd17,"_StanfordSceneDBModels,FoodItem,Fruit,_AttributesTrain,Apple",n21445,"food,nutrient",apple,"apple,architecture,details,fruit,interior"
118886a00679ffc9322ed2ef5fc90e25,LightSwitch,n4379457,"switch,electric switch,electrical switch",old fashioned push button light switch,"antique,double e,light switch,old,vintage"
118a3c4acff53478af9a03c11330e718,_StanfordSceneDBModels,n2474924,"homo,man,human being,human",d man seated with legs crossed,"actor,figure,human,legs crossed,man,people,person,seated"
118b78430192ee95e3f7a74e12a274ef,,n4386330,table,fontanarte table gae aulenti,*
1191af0f64d011d5d67bf0abe6b24c95,,n3914833,pencil sharpener,musclecar pencil sharpener,"cuda,pencil sharpener"
1195f3e9e2d20c31af2bcf0b16fddd8f,Calculator,n4192000,sharp,calculadora cient iacute fica sharp,"calculadora,calculator,scientific,sharp"
1199a072702783fca326b007412ad4b1,Pencil,n3914323,pencil,pencil,"eraser,object,pencil,sharpened"
119ddb219f69b1cc492d9da2668ec34c,"Chair,OfficeChair",n3005231,chair,haworth x   task guest chair x,"desk chair,executive chiar,haworth,office,office chair"
11a094ea632449db32a756399014da6,Mattress,n3736655,mattress,mattress      x    cm,"batley,bedding,kal,lago,leeds,mattress,pillow,red brick mill,sleep"
11a0f60b9baaaf59968608843530f3d7,"_StanfordSceneDBModels,PillBottle",n3943819,pill bottle,pills,"drugs,medication,pills"
11b1afefc63ce066b7390053af83c864,"WallArt,Picture",n3937282,"picture,image,icon,ikon",picture of ronald reagan for shoguns openning challenge       for black and white photoes,"bluexwingpilot,picture,shogun"
11b54e1530c17829ec4bb690ca24962,OutdoorTable,n4386330,table,srt      smarties,"buy,chalkboard,cheap,dining furniture,dining tables,display,easel,education board,educational chairs,educational folding tables,educational furniture,educational mobile folding tables,educational supplies,educational tables,felt noticeboard,folding dining furniture,folding furniture,folding table,folding tables,interactive whiteboard,manufacturer,mobile dining furniture,mobile folding furniture,mobile folding table,mobile folding tables,mobile furniture,mobile seating unit,mobile table,mobile tables,noticeboard,office,rollerboard,school,school folding tables,school mobile folding tables,school mobile tables,school tables,teaching,university,value,whiteboard"
11b722334fe272e2b7802e8eb74a6704,"Bed,QueenBed",n2821967,bed,smurf theme bed,"bed,mathias,smurf,smurfs,theme"
11c36239d379d1d9bf242467bd7a4ffc,,n6606007,"series,serial,serial publication",square series planter ss,"architectural,cast,concrete,container,decor,exterior,garden,kornegay,kornegay design,landscape,landscape amenities,landscaping,lawn,outdoor,park,patio,planter,planters,pot,pots,precast,public,site,site amenities,site furnishing,square,street,street furnishings,streetscape,yard"
11c785813efc4b8630eaaf40a8a562c1,SodaCan,n4262696,soda can,can,"beverage,can,drink,pop,soda"
11d2b7d8c377632bd4d8765e3910f617,TrashBin,n2750182,"ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin",mlwr        trash container,"garbage bin,litter bin,maglin,outdoor furniture,recycled content,site furniture,sustainable,trash container"
11d5e99e8faa10ff3564590844406360,"Couch,_EvalSetWithPrior,_EvalSetExclude",n4263630,"sofa,couch,lounge",couch,"bed,comfort,couch,cushion,furniture,trampoline"
11db35134ded21f9b9d7c2fc41e80228,,n4197095,shelf,kitchen shelf,woodworking
11e515cd806010b974287c0ff7c0f69a,_StanfordSceneDBModels,n2978156,case,halo   case   improved,"bungie,disc,disk,dvd,game,games,halo,hippopotamus,microsoft,xbox"
11e98db089a66426ad5067eac75a07f7,Bench,n2832068,bench,forms surfaces reg    foot backed pacifica trade  bench  short back  freestanding  no armrests,"architectural,architecture,bench,benches,forms,forms and surfaces,formsandsurfaces,furniture,landscape,pacifica,sbpac,seating,site,site furniture,surfaces"
11ed3f0b1a09a6f99ebe905ef4009f84,ChessBoard,n12131755,"chess,cheat,Bromus secalinus",chess set redux,"bishop,board,chess,chess set,chessmen,king,knight,pawn,queen"
11f1511799d033ff7962150cab9888d6,Chair,n3005231,chair,modirondak chair,"adirondak,chair,make,rietveld,woodworking"
11fa9b044482814ef91663a74ccd2338,"Chair,OfficeChair",n3005231,chair,reply task chair   mesh back   without arms by steelcase,"office chair,seating,steelcase"
1218c5a132371fcb7b6fd5468f603b31,"_StanfordSceneDBModels,_SceneGalleryModels",n14656622,"cadmium,Cd,atomic number 48",cd,"cd,cd case,chemist,cut,cut chemist,one,open,shut,sketchosaurus,two"
12193ca7bef40d40a84aed1cd93567b2,"Table,AccentTable",n4386330,table,leather top wine table,"bevan funnell,leather top table,occasional furniture,wine table"
121cf1ae08740534b8183a4a81361b94,Basket,n2805104,"basket,handbasket",basket,*
1221201ed6aac041745b4b48c30a506e,Camera,n4576349,webcam,webcam microsoft,"canones,maxime,mcp,microsoft,paradis,webcam"
12238fe70f20f94613048bc4381266fe,"MediaStorage,WallUnit",n4556408,wall unit,entertainment center console,"center,console,entertainment,hd,samsung,tv,widescreen"
1223b9275d2a2edacd4833986a6efe96,Table,n4386330,table,end table,*
122c2614d9b5b0bc3a00cfa3e3cb7dc5,TrashBin,n2843139,bin,mesh bin,"bin,mesh,rubbish"
123c5debc3bed09f1fdc97905708b8ea,PersonStanding,n5224944,person,rune armour,"adelar,advanced,armadura,armour,arms,azul,blue,boots,cape,colors,full helm,game,gloves,gods,guth,guthix,helm,helmet,jogo,kiteshield,legs,man,platebodies,platebody,platelegs,purple,rune,runescape,runite,sara,saradomin,scheidt,set,trimmed,warrior,wood,zammy,zamorak"
123c9acf2f03169b66123e198876a388,_StanfordSceneDBModels,n3152175,cup,european cup,"cup,estadio,european,football,soccer,sport,stadium,trophy"
124a5d334a76a95ac710265e1c552c85,Plant,n12288763,"oak,oak tree",sandbox oak tree,sandbox oak tree
12512248e7156f2b28057692a61ef053,,n4047719,"air conditioner,A/C,air-conditioner",air conditioner unit    inches tall,"air,architecture,condenser,conditioner,hvac,unit"
125272be2901179883905d9105641cb5,PictureFrame,n3938003,picture frame,picture frame free standing wood portrait format   a  size,"frame,freestanding,picture"
1257976df3606918e6151088c69a31b2,,n4146060,saucepan,electric saucepan,
125cb574977319c844b0e82e0204ffaa,,n3999061,"pottery,clayware",moroccan pottery,*
125dd03219b9c4b54ce4c7044f859dd,,,,rpg,"anti,armor,bazooka,explosive,heat,launcher,missile,modern,nva,rf,rocket,rpg,russian,soviet,stinger,tank,vietnam,warfare,weapon"
12637d1f343b10c943a003664127a27a,,n2681592,"Adam,ecstasy,XTC,go,disco biscuit,cristal,X,hug drug",snow globe,"globe,snow,snow globe"
126bc2de1d567f8587a1c16793982084,_StanfordSceneDBModels,n14604732,chemistry,livros de qu iacute mica   books of chemistry   libros de qu iacute mica,"biblioteca,boek,book,books,buch,chemistry,ensino,escola,fundamental,libro,libros,livraria,livre,livro,livros,quimica,school"
126c6ed6536880517c8489092272d18,"_StanfordSceneDBModels,PaperClip",n3892459,"paper clip,paperclip,gem clip",large binder clip,*
1271008cb91e253bad5067eac75a07f7,Bench,n2832068,bench,forms surfaces reg  backless knight trade  bench            armrests,"architectural,architecture,armrests,backless,bench,benches,eight foot,forms,forms and surfaces,formsandsurfaces,furniture,ipe,knight,landscape,sbkni,seating,site,site furniture,surfaces,wood,wooden"
12732a44b379023b36f48f84cffbe669,_StanfordSceneDBModels,n4188289,"shackle,bond,hamper,trammel",hamper,"ska,skag"
1276e45e4c314c39e70ce0944e08d28e,PottedPlant,n17402,"plant,flora,plant life",vaso com galhos   vase,*
127a3b72784f610c5decd231aa7179c0,Gun,,,pink m,"battle,firearm,gun,machine,usa,vietnam,war,weapon"
127aff49c9378499ae685ca100c909e8,"Lamp,TableLamp",n3641940,lamp,desk lamp,indonesia
127e1126411e0c8969cbec8c849925a,,n7798341,octopus,octopus,"creature,eight,eight legged creature,legged,octopus,octopuses"
12811f9d9ca31586f383178a3696f29,ArcadeMachine,n3265207,dynamo,dynamo photon air hockey,"air,arcade,dynamo,hockey,photon"
12816c0d897c1473f648b8701583b123,,n3922150,"perfume,essence",perfume,*
1284f68442d655653d2d28eadc37978a,,n3101611,"control,controller",digidesign control,"console,control,digidesign,pro tools,surface"
1285f0a36d2836ba9b426f5f965c4d47,"Lamp,TableLamp",n4387620,table lamp,table lamp,"bedside,lamp,light,table lamp"
128ecbc10df5b05d96eaf1340564a4de,"_StanfordSceneDBModels,DrinkingUtensil,Mug",n3802912,mug,mug,mug
12917ced4d5465c5f08b8467bda831,"ChestOfDrawers,DresserWithMirror,Dresser",n3018908,"chest of drawers,chest,bureau,dresser",drawer dresser with mirror,"architecture,chest,dresser,furniture,mirror,traditional"
1291c573a61eddce6645417f261885f4,,n4313985,statue,statue of boromir hero of gondor,"amon hen,boromir,fellowship,gondor,lionhead,lord of the rings,lotr,minas tirith,osgiliath,statue"
1298634053ad50d36d07c55cf995503e,"_StanfordSceneDBModels,_SceneGalleryModels,WebCam",n4576349,webcam,logitech webcam,"button,cam,camera,computer,detailed,internet,keyboard,logitech,mouse,mousepad,quick,quickcam,sketchosaurus,speakers,switch,thingy,web,webcam,yay"
12a565f8aecaafcbce41b639931f9ca1,CerealBox,n3001610,cereal box,cicipopo stock brown sugar,starberry fruit chocolate candy dinnre food box doughnut dougnuts flour nice good sweet taste top cream creamed creamy brown brownies cereal breakfast coffee sugar package pakcage special dinner cookie cookies cook cooking coocking king burger mcdonalds katsup ketchup white chocolate dark pillow cicipopo products main course table chair made in china factory cici popo pop tarts toast beer soda drink alcohol martini stomac  blood energy drink  fish meat carbohidranti trash plastic kitchen citken chiken shop shelf fabricated orange banana fruit flavored apple cherry berry barry barrel
12a64182bbaee7a12b2444829a3507de,"Rack,1Shelves",n4197095,shelf,cubby shelf,"coat rack,cubby,shelf"
12a73cdd42517d8f65331068961955c9,"Bed,ChildBed",n2821967,bed,bed for a child   kinderbett,"bed for a child,bett,cot,crib,kinderbett,werkzeichnung"
12aa2e17776fc141fdddc29bb3e72366,,,,eustreptospondylus oxoniensis,"andes,animal,apartement,architecture,beast,big,bird,brown,building,bush,canyon,cave,cool model,costruction,desert,detail,dino,dinosaur,domestic,europa,eustreptospondylus,forest,geometry,giant,grand,grass,hills,house,island,jurrasic,kerkythea,lake,mountains,nature,photo,photoshop,plains,plateau,prehistoric,rainforest,render,reptile,rock,scale,sea,shape,skin,smooth,theropod,tree,tropical,uge,valley,wildlife"
12aa829de18f4e6ad5cb6d178687b980,"Lamp,TableLamp",n4387620,table lamp,poul henningsen   frac      frac    table lamp,"glass lamp,lamp,louis poulsen,modern lamp,ph,ph lamp,poul henningsen,table lamp"
12b8bed00b5a5c4f58c91b3c0df5fef,,n6484,cell,single point load cell mounting,"electronic scale,force transducer,load cell,load cells,platform scale,scale,weighing,weighing assembly"
12bb4cd01d6e34908e506821bf7d2e2e,FlagPole,n3947170,"pin,flag",united states flag on pole,"america,american,cloth,flag,flagpole,low,lowpoly,national,of,pole,poly,polygon,stars,states,stripes,united,usa"
12bfa757452ae83d4c5341ee07f41676,"_StanfordSceneDBModels,Paper",n14998823,paper,lined paper,"lined,paper,white"
12c0b15c8ed8a3edb039d8689a74349,"Lamp,TableLamp",n3641940,lamp,mini desk lamp  podium,"desk,furniture,home,house,lamp,light,lighting,living room,mini,podium,shade,table,wood,wooden"
12c1b3fa24cce3e75745b9fe8da12812,Monitor,n3787723,"monitor,monitoring device",acer monitor,"acer,monitor,screen"
12c3a4561242a6fe840045f49392aafa,Cabinet,n2936496,cabinet,supermarket cabinet frozen food with doors,*
12d44fd814bc9b40ec2a7a1f5fe7365d,"Lamp,DeskLamp",,,desklamp modefied,"arm,desk,kt,lamp"
12d643221a3edaa4ab361b6be63163da,Vase,n4529463,vase,vaso     vase,"pot,pots,vase,vases,vaso,vasos"
12d66fb050f08f66de266657cf7d5a9a,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box",philips lcd    pf,"breedbeeld,breedbeeldtelevisie,crystalclear,hd ready,hdready,lcd,philips,tv"
12d96d7eba8b23be1a83bb2623c06ea4,,n4527775,van,x  ford van,"bumper,crawler,custom,diamond,drive,fab,ford,four,grill,guard,lifted,light,luggage,mud,offroad,panel,plate,rack,rig,rock,steel,van,wheel,winch"
12ddd9e1fa8912ae1bfccceeaa1b7669,"_StanfordSceneDBModels,ToyFigure",n3971038,"plaything,toy",japanese new year decoration,"decorations,japanese,new year"
12df0535bb43633abdd9b7a602ec35ec,Table,n4386330,table,table,table brazilian table from etna
12e28d27e25d73545b7e7c731e3e1278,_StanfordSceneDBModels,n3530634,holder,paper towel holder,"hanger,holder,kitchen,paper,papertowel,towel"
12e71d04b2cfff5677a9fab0a7234242,,n3392661,"fountain,fount",romanesque fountain,"fountain,romanesque,romanic,water,well"
12eedf28d9a948556c1cd53dbc9f7b8e,"Gun,_AttributesTrain",n3348699,"firearm,piece,small-arm",american firearms game master  copy emag,"firearm,gun,halo,hunting,pistol,revolver,scope,shooting,sniper,weapon"
12ef6a01a40d91abc7fcc0c14750d6f1,"Stool,_StanfordSceneDBModels",n4334034,stool,art stool   mpo art,"art,art room,metal,mpoart,nhm,plastic,stool"
12f1e4964078850cc7113d9e058b9db7,"Cabinet,Sideboard",n2915411,"buffet,counter,sideboard",buffet,"buffet,cupboard,dining room,furniture"
12f4d8c20ef311d988dcbe86402c7c15,"Chair,Recliner",n3005231,chair,rowe piccadilly chair,"armchair,chair,rowe,side chair,traditional,transitional,upholstery"
12f73aad13ac53f57104cceeff1190e4,,n3254659,"drum,metal drum",low poly    gallon drum    k,"barrel,drum"
130efc1031fe4450dc8c9a9abc47eed5,"Lamp,WallLamp",n4155768,sconce,sconce modified,wall sconce
13123a44924ddd2fb9ecfc3b6497aac6,"Computer,Laptop,_StanfordSceneDBModels,_SceneGalleryModels,_EvalSetInScenes",n3838213,"notebook,notebook computer",notebook menina,"computador,computer,girl,laptop,menina,notebook,teen"
1316780d9b4a8ca71bb088904f7cb154,"MediaStorage,WallUnit,TvStand",n4308138,stand,modular entertainment unit,"contemporary,contemporary furniture,entertainment center,entertainment unit,modern,modern furniture,modular,modular furniture,tv center,tv stand,tv unit,wood,wood furniture"
131d83137561c34a1654963ad1f2507c,,,,tardis,"bbc,dr who,police box,tardis,time lord"
